,SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE.1,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
6091,1,-122.34454779999999,47.69273738,7492,21722,21722,1773863,Matched,Intersection,37353.0,AURORA AVE N AND N 88TH N ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2004/06/18 00:00:00+00,6/18/2004 4:10:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4170025.0,,28,From opposite direction - one left turn - one straight,0,0,N
6092,1,,,7493,21252,21252,1772331,Matched,Alley,,,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/05/03 00:00:00+00,5/3/2004,Mid-Block (not related to intersection),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,0,Clear,Dry,Unknown,,4124024.0,,50,Fixed object,0,0,N
6093,1,-122.3156922,47.67802843,7494,20439,20439,1773657,Matched,Intersection,24484.0,12TH AVE NE AND NE 68TH ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2004/01/29 00:00:00+00,1/29/2004 1:06:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,4029026.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
6094,2,-122.34326229999999,47.61145276,7496,21757,21757,1778040,Matched,Block,,1ST AVE BETWEEN VIRGINIA ST AND LENORA ST,,,2,Injury Collision,Angles,2,0,0,2,2004/03/01 00:00:00+00,3/1/2004,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Clear,Dry,Daylight,,4061008.0,,10,Entering at angle,0,0,N
6095,1,-122.3765653,47.51513623,7497,21048,21048,1775074,Matched,Block,,35TH AVE SW BETWEEN SW 98TH ST AND SW 99TH ST,,,1,Property Damage Only Collision,Other,2,0,0,2,2004/03/08 00:00:00+00,3/8/2004,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Wet,Daylight,,4068012.0,,23,From same direction - all others,0,0,N
6096,1,-122.2945878,47.53796576,7498,21685,21685,1772746,Matched,Block,,BEACON ER AVE S BETWEEN S MYRTLE ST AND S OTHELLO ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/06/28 00:00:00+00,6/28/2004 3:30:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4180006.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
6097,1,,,7500,21660,21660,1782498,Matched,Block,,ALASKAN WY VI NB BETWEEN SENECA ST OFF RP AND WESTERN AV OFF RP,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/04/11 00:00:00+00,4/11/2004 4:32:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,4102008.0,,13,From same direction - both going straight - both moving - rear-end,0,0,N
6098,1,-122.36400829999998,47.67508021,7501,21566,21566,1773482,Matched,Block,,6TH AVE NW BETWEEN NW 62ND ST AND NW 65TH W ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/04/24 00:00:00+00,4/24/2004 1:10:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Dark - Street Lights On,,4115021.0,,32,One parked--one moving,0,0,N
6099,1,-122.39026809999999,47.64346364,7502,21090,21090,1328498,Matched,Intersection,27646.0,26TH AVE W AND W RAYE ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,2004/02/05 00:00:00+00,2/5/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4036029.0,,10,Entering at angle,0,0,N
6100,2,-122.34481370000002,47.71231922,7504,20848,20848,1220522,Matched,Intersection,36342.0,AURORA AVE N AND N 115TH ST,,,2,Injury Collision,Left Turn,4,0,0,3,2004/10/28 00:00:00+00,10/28/2004 4:43:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,4302006.0,,28,From opposite direction - one left turn - one straight,0,0,N
6101,1,-122.3207804,47.61407567,7506,21899,21899,1198666,Matched,Intersection,29745.0,BROADWAY AND E PIKE ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,2004/12/30 00:00:00+00,12/30/2004 7:45:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Dark - Street Lights Off,,4365017.0,,10,Entering at angle,0,0,N
6102,1,-122.38334479999999,47.57763393,7507,21386,21386,1774943,Matched,Block,,WALNUT AVE SW BETWEEN SW FOREST ST AND SW STEVENS ST,,,1,Property Damage Only Collision,Parked Car,4,0,0,3,2004/06/23 00:00:00+00,6/23/2004 4:05:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",Y,0,Clear,Dry,Daylight,,4175029.0,,32,One parked--one moving,0,0,N
6103,1,-122.3250685,47.59583534,7508,21246,21246,1213412,Matched,Intersection,30543.0,MAYNARD AVE S AND S DEARBORN ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,2004/08/05 00:00:00+00,8/5/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Raining,Wet,Daylight,,4218019.0,,10,Entering at angle,0,0,N
6104,1,-122.3467166,47.520976899999994,7509,20423,20423,1790678,Matched,Intersection,35049.0,9TH AVE SW AND SW BARTON ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,2004/05/31 00:00:00+00,5/31/2004 6:00:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,4152008.0,,10,Entering at angle,0,0,N
6105,1,-122.3307297,47.61544972,7511,21609,21609,1213321,Matched,Intersection,29865.0,BOREN AVE AND OLIVE WAY,,,1,Property Damage Only Collision,Angles,7,0,0,3,2004/01/29 00:00:00+00,1/29/2004 9:03:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,4029043.0,,10,Entering at angle,0,0,N
6106,1,-122.313088,47.66399626,7512,20890,20890,1080020,Matched,Block,,UNIVERSITY WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/09/05 00:00:00+00,9/5/2004,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",Y,0,Clear,Dry,Daylight,,4249022.0,,32,One parked--one moving,0,0,N
6107,1,-122.33823829999999,47.55576875,7513,21827,21827,1781169,Matched,Intersection,33022.0,EAST MARGINAL WAY S AND S DAWSON ST,,,1,Property Damage Only Collision,Right Turn,2,0,0,2,2004/12/17 00:00:00+00,12/17/2004 7:00:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Overcast,Wet,Dawn,,4352050.0,,16,From same direction - one right turn - one straight,0,0,N
6108,1,-122.35843249999999,47.66394731,7514,20867,20867,1319738,Matched,Block,,NW MARKET ST BETWEEN NW 48TH ST AND NW 49TH ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2004/03/04 00:00:00+00,3/4/2004,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",Y,0,Other,Wet,Dark - Street Lights On,,4064018.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
6109,1,-122.3462687,47.62446291,7515,20685,20685,1783552,Matched,Intersection,28913.0,MERCER ST AND TAYLOR AVE N,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/08/24 00:00:00+00,8/24/2004 7:50:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Dusk,,4237022.0,,13,From same direction - both going straight - both moving - rear-end,0,0,N
6110,1,-122.3045906,47.64824143,7516,22049,22049,1216951,Matched,Block,,MONTLAKE BR BETWEEN POINT A AND NE PACIFIC ST,,,1,Property Damage Only Collision,Rear Ended,4,0,0,4,2004/07/09 00:00:00+00,7/9/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Daylight,,4191038.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
6111,1,-122.326807,47.60864031,7517,21084,21084,1216818,Matched,Block,,MADISON ST BETWEEN 9TH AVE AND TERRY AVE,,,1,Property Damage Only Collision,Parked Car,4,0,0,2,2004/07/31 00:00:00+00,7/31/2004 4:03:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Clear,Dry,Daylight,,4213030.0,,19,One car entering parked position,0,0,N
6112,1,-122.33796809999998,47.61242345,7519,21130,21130,537837,Matched,Block,,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,,,1,Property Damage Only Collision,Sideswipe,0,0,0,2,2004/01/06 00:00:00+00,1/6/2004,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Snowing,Snow/Slush,Dawn,,4006022.0,,12,From same direction - both going straight - one stopped - sideswipe,0,0,N
6113,1,-122.3474817,47.5710961,7521,22093,22093,1781228,Matched,Block,,SW KLICKITAT SR WAY BETWEEN SW SPOKANE ST AND 11TH CR AVE SW,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2004/01/25 00:00:00+00,1/25/2004 3:04:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,4025018.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
6114,2,-122.34489609999999,47.717173100000004,7522,21622,21622,1778973,Matched,Block,,AURORA AVE N BETWEEN N 117TH PL AND N 125TH ST,,,2,Injury Collision,Other,1,0,0,1,2004/04/05 00:00:00+00,4/5/2004,Driveway Junction,29,MOTOR VEHICLE OVERTURNED IN ROAD,,0,Clear,Dry,Daylight,,4096013.0,,52,Vehicle overturned,0,0,N
6115,1,-122.3553395,47.69421686,7524,21850,21850,1475215,Matched,Intersection,37438.0,GREENWOOD AVE N AND N 90TH ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/05/11 00:00:00+00,5/11/2004 12:37:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4132020.0,,10,Entering at angle,0,0,N
6116,1,-122.3485676,47.69129942,7525,20565,20565,1780834,Matched,Block,,N 86TH ST BETWEEN FREMONT AVE N AND LINDEN AVE N,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/03/27 00:00:00+00,3/27/2004 12:01:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,4087017.0,,32,One parked--one moving,0,0,N
6117,1,-122.2907624,47.70837218,7526,22357,22357,1780125,Matched,Intersection,36838.0,35TH AVE NE AND NE 110TH ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2004/04/26 00:00:00+00,4/26/2004 1:12:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4117002.0,,28,From opposite direction - one left turn - one straight,0,0,N
6118,2,-122.37619029999999,47.56305586,7527,21596,21596,567850,Matched,Block,,35TH AVE SW BETWEEN SW AVALON WAY AND SW SNOQUALMIE ST,,,2,Injury Collision,Parked Car,0,0,0,5,2004/12/31 00:00:00+00,12/31/2004 12:09:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,4366003.0,Y,32,One parked--one moving,0,0,N
6119,1,-122.2965432,47.6830478,7528,20876,20876,C649453,Matched,Block,,NE 75TH ST BETWEEN 28TH AVE NE AND 30TH AVE NE,,,1,Property Damage Only Collision,Other,2,0,0,2,2004/11/02 00:00:00+00,11/2/2004,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,4307056.0,,23,From same direction - all others,0,0,N
6120,2,-122.33928130000001,47.58750589,7529,21937,21937,1325371,Matched,Block,,ALASKAN WAY S BETWEEN S MASSACHUSETTS ST AND EAST MARGINAL WAY S,,,2,Injury Collision,Other,1,0,0,1,2004/01/19 00:00:00+00,1/19/2004 2:15:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,1,Clear,Dry,Dark - Street Lights On,,4019009.0,Y,50,Fixed object,0,0,N
6121,1,-122.3422814,47.63230009,7530,21290,21290,C650772,Matched,Intersection,28710.0,DEXTER AVE N AND GALER ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/12/10 00:00:00+00,12/10/2004 1:05:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Daylight,,4345078.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
6122,1,-122.3149533,47.52389209,7531,20809,20809,1781403,Matched,Intersection,35119.0,14TH AVE S AND S CONCORD ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/07/14 00:00:00+00,7/14/2004 12:53:00 PM,At Intersection (but not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4196017.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
6123,1,-122.32550990000001,47.61353316,7532,22189,22189,1198258,Matched,Block,,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/10/22 00:00:00+00,10/22/2004 9:00:00 PM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,4296043.0,,32,One parked--one moving,0,0,N
6124,1,-122.35955700000001,47.57209967,7534,20920,20920,1795560,Matched,Block,,WEST MARGINAL WAY SW BETWEEN SW SPOKANE ST AND WEST MARGINAL TURN RD,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2004/12/03 00:00:00+00,12/3/2004,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Dark - Street Lights On,,4338033.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
6125,1,-122.32651429999999,47.7280317,7535,21121,21121,1794258,Matched,Block,,3RD AVE NE BETWEEN NE 136TH ST AND NE 137TH ST,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/10/01 00:00:00+00,10/1/2004,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear,Dry,Daylight,,4275018.0,Y,50,Fixed object,0,0,N
6126,1,-122.3212581,47.61297213,7536,20369,20369,1074647,Matched,Block,,E UNION ST BETWEEN SENECA ST AND BROADWAY,,,1,Property Damage Only Collision,Other,2,0,0,2,2004/11/12 00:00:00+00,11/12/2004 7:43:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,4317019.0,,22,One car leaving driveway access,0,0,N
6127,2,-122.37419369999999,47.5640756,7537,22370,22370,1790455,Matched,Block,,SW AVALON WAY BETWEEN SW GENESEE ST AND 35TH AVE SW,,,2,Injury Collision,Parked Car,3,0,0,2,2004/04/24 00:00:00+00,4/24/2004 1:40:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Dark - Street Lights On,,4115022.0,,32,One parked--one moving,0,0,N
6128,2,-122.3321861,47.61851054,7538,21756,21756,1777980,Matched,Block,,DENNY WAY BETWEEN VIRGINIA ST AND YALE AVE,,,2,Injury Collision,Rear Ended,5,0,0,2,2004/03/07 00:00:00+00,3/7/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,4067024.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
6129,1,-122.3458631,47.61299081,7539,20898,20898,1777402,Matched,Block,,1ST AVE BETWEEN BLANCHARD ST AND BELL ST,,,1,Property Damage Only Collision,Rear Ended,4,0,0,2,2004/02/01 00:00:00+00,2/1/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Dark - Street Lights On,,4032023.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
6130,1,-122.37419369999999,47.5640756,7541,21905,21905,1790654,Matched,Block,,SW AVALON WAY BETWEEN SW GENESEE ST AND 35TH AVE SW,,,1,Property Damage Only Collision,Other,3,0,0,2,2004/06/09 00:00:00+00,6/9/2004,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4161005.0,,23,From same direction - all others,0,0,N
6131,1,-122.3458631,47.61299081,7543,20945,20945,1482257,Matched,Block,,1ST AVE BETWEEN BLANCHARD ST AND BELL ST,,,1,Property Damage Only Collision,Right Turn,2,0,0,2,2004/02/28 00:00:00+00,2/28/2004 2:30:00 AM,Mid-Block (but intersection related),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Unknown,Wet,Dark - Street Lights On,,4059010.0,,16,From same direction - one right turn - one straight,0,0,N
6132,2,-122.3610919,47.53795417,7544,21960,21960,1333996,Matched,Intersection,33963.0,DELRIDGE WAY SW AND SW ORCHARD ST,,,2,Injury Collision,Cycles,2,0,1,1,2004/10/08 00:00:00+00,10/8/2004,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,Y,4282015.0,,45,Vehicle - Pedalcyclist,0,0,N
6133,1,-122.35962659999998,47.52233423,7545,21286,21286,1790779,Matched,Block,,DELRIDGE WAY SW BETWEEN SW HENDERSON ST AND 20TH AVE SW,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/09/06 00:00:00+00,9/6/2004,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,1,Clear,Dry,Dusk,,4250003.0,,50,Fixed object,0,0,N
6134,2,-122.31353600000001,47.59311104,7546,20668,20668,1771878,Matched,Block,,STURGUS AVE S BETWEEN S CHARLES ST AND S JUDKINS ST,,,2,Injury Collision,Other,2,0,0,1,2004/02/29 00:00:00+00,2/29/2004 2:31:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear,Unknown,Dark - Street Lights On,,4060007.0,,50,Fixed object,0,0,N
6135,2,-122.33745420000001,47.61505675,7547,22321,22321,1783456,Matched,Intersection,29540.0,7TH AVE AND VIRGINIA ST,,,2,Injury Collision,Angles,5,0,0,2,2004/10/16 00:00:00+00,10/16/2004 12:33:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,4290014.0,,10,Entering at angle,0,0,N
6136,2,-122.31113059999998,47.54888559,7548,21782,21782,1773324,Matched,Intersection,33381.0,SWIFT AVE S AND S ALBRO PL,,,2,Injury Collision,Sideswipe,2,0,0,2,2004/11/23 00:00:00+00,11/23/2004 7:20:00 AM,At Intersection (intersection related),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Wet,Dawn,,4328048.0,,81,Same direction -- both turning left -- both moving -- sideswipe,0,0,N
6137,2,-122.3341112,47.69048301,7549,21576,21576,1774193,Matched,Block,,N 85TH ST BETWEEN BURKE AVE N AND MERIDIAN AVE N,,,2,Injury Collision,Angles,2,0,0,2,2004/09/30 00:00:00+00,9/30/2004 10:55:00 PM,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,1,Clear,Dry,Dark - Street Lights On,,4274032.0,,10,Entering at angle,0,0,N
6138,1,-122.2968232,47.59922589,7551,20720,20720,1216932,Matched,Block,,S JACKSON ST BETWEEN M L KING JR WAY S AND 28TH AVE S,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/09/02 00:00:00+00,9/2/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4246024.0,,13,From same direction - both going straight - both moving - rear-end,0,0,N
6139,1,-122.35693400000001,47.63777472,7552,22365,22365,1777204,Matched,Block,,QUEEN ANNE AVE N BETWEEN CROCKETT ST AND BOSTON ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/01/11 00:00:00+00,1/11/2004 4:03:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Dusk,,4011018.0,,32,One parked--one moving,0,0,N
6140,1,-122.3717057,47.63291966,7553,21887,21887,1777625,Matched,Block,,11TH AVE W BETWEEN W GALER ST AND W GARFIELD ST,,,1,Property Damage Only Collision,Parked Car,5,0,0,3,2004/10/10 00:00:00+00,10/10/2004 2:37:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,4284021.0,,32,One parked--one moving,0,0,N
6141,1,-122.3341838,47.72320789,7554,21038,21038,1778974,Matched,Intersection,35965.0,MERIDIAN AVE N AND N 130TH ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2004/04/06 00:00:00+00,4/6/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4097006.0,,28,From opposite direction - one left turn - one straight,0,0,N
6142,1,-122.32474930000001,47.6055547,7556,20553,20553,1789954,Matched,Intersection,29959.0,9TH AVE AND JAMES ST,,,1,Property Damage Only Collision,Left Turn,6,0,0,2,2004/06/06 00:00:00+00,6/6/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,4158015.0,,28,From opposite direction - one left turn - one straight,0,0,N
6143,1,-122.3134622,47.56724307,7557,22343,22343,1480918,Matched,Intersection,32287.0,15TH AVE S AND S DAKOTA ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,2004/04/11 00:00:00+00,4/11/2004 10:54:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4102001.0,,10,Entering at angle,0,0,N
6144,1,-122.3114628,47.61457561,7558,21858,21858,1790096,Matched,Block,,16TH AVE BETWEEN E PIKE ST AND E MADISON ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/08/01 00:00:00+00,8/1/2004,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4214013.0,,32,One parked--one moving,0,0,N
6145,1,-122.3099847,47.72845001,7559,20933,20933,1072707,Matched,Intersection,36094.0,17TH AVE NE AND NE 137TH ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/03/08 00:00:00+00,3/8/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4068002.0,,10,Entering at angle,0,0,N
6146,1,-122.28478829999999,47.66488804,7561,20846,20846,1220404,Matched,Intersection,26237.0,40TH AVE NE AND NE 50TH ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/08/11 00:00:00+00,8/11/2004 4:59:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4224020.0,,10,Entering at angle,0,0,N
